belongs_to_collection,budget,id,original_language,overview,production_companies,revenue,runtime,tagline,title,vote_average,vote_count,release_month,release_day,spoken_lang_en,spoken_lang_fr,spoken_lang_de,spoken_lang_es,spoken_lang_it,spoken_lang_ja,spoken_lang_ru,spoken_lang_other,genre_Drama,genre_Comedy,genre_Thriller,genre_Romance,genre_Action,genre_Horror,genre_Crime,genre_other,production_US,production_GB,production_FR,production_DE,production_IT,production_CA,production_JP,production_other
-1,0,73091,en,"['lionel', 'chetwynds', 'film', 'document', 'horrific', 'struggle', 'faced', 'american', 'pow', 'held', 'north', 'vietnamese', 'prison', 'hoa', 'lo', 'infamously', 'known', 'hanoi', 'hilton', '1964', '1975', 'williamson', 'michael', 'moriarty', 'lead', 'group', 'american', 'serviceman', 'prisoner', 'detention', 'camp', 'assumes', 'command', 'cathcart', 'lawrence', 'pressman', 'dragged', 'tortured']",39,760000.0,126.0,"['american', 'captured', 'vietnam', 'one', 'war', 'ended', 'another', 'begin']","['hanoi', 'hilton']",7.0,2.0,3.0,Friday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,164251,en,"['north', 'carolina', 'mountain', 'end', '1920s', 'george', 'serena', 'pemberton', 'lovestruck', 'newlywed', 'begin', 'build', 'timber', 'empire', 'serena', 'soon', 'prof', 'equal', 'man', 'overseeing', 'logger', 'hunting', 'rattlesnake', 'even', 'saving', 'man', 'life', 'wilderness', 'power', 'influence', 'hand', 'pembertons', 'refuse', 'let', 'anyone', 'stand', 'way', 'inflated', 'love', 'ambition', 'however', 'serena', 'discovers', 'george', 'hidden', 'past', 'face', 'unchangeable', 'fate', 'pembertons', 'passionate', 'marriage', 'begin', 'unravel', 'leading', 'toward', 'dramatic', 'reckoning']",20,176391.0,102.0,"['love', 'never', 'let', 'go']",['serena'],5.3,299.0,10.0,Sunday,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,14000000,205596,en,"['based', 'real', 'life', 'story', 'legendary', 'cryptanalyst', 'alan', 'turing', 'film', 'portrays', 'nailbiting', 'race', 'time', 'turing', 'brilliant', 'team', 'codebreakers', 'britain', 'topsecret', 'government', 'code', 'cypher', 'school', 'bletchley', 'park', 'darkest', 'day', 'world', 'war', 'ii']",7,233555708.0,113.0,"['true', 'enigma', 'man', 'cracked', 'code']","['imitation', 'game']",8.0,5895.0,11.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,20000000,171274,en,"['los', 'angeles', 'turn', '1970s', 'drugfueled', 'detective', 'larry', 'doc', 'sportello', 'investigates', 'disappearance', 'exgirlfriend']",1184,11110975.0,148.0,"['paving', 'stone', 'beach']","['inherent', 'vice']",6.5,852.0,12.0,Thursday,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,287495,de,"['young', 'prosecutor', 'postwar', 'west', 'germany', 'investigates', 'massive', 'conspiracy', 'cover', 'nazi', 'past', 'prominent', 'public', 'figure']",5,794452.0,122.0,[],"['labyrinth', 'lie']",7.3,199.0,9.0,Saturday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
131635,125000000,131631,en,"['katniss', 'everdeen', 'reluctantly', 'becomes', 'symbol', 'mass', 'rebellion', 'autocratic', 'capitol']",97,752100229.0,123.0,"['fire', 'burn', 'brighter', 'darkness']","['hunger', 'game', 'mockingjay', 'part', '1']",6.6,5767.0,11.0,Tuesday,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
-1,140000000,147441,en,"['defiant', 'leader', 'moses', 'rise', 'egyptian', 'pharaoh', 'ramses', 'setting', '400000', 'slave', 'monumental', 'journey', 'escape', 'egypt', 'terrifying', 'cycle', 'deadly', 'plague']",48,268031828.0,150.0,"['brother', 'enemy']","['exodus', 'god', 'king']",5.6,1957.0,12.0,Wednesday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-1,0,265195,es,"['six', 'short', 'story', 'explore', 'extremity', 'human', 'behavior', 'involving', 'people', 'distress']",1184,27007072.0,125.0,"['lose', 'control']","['wild', 'tale']",7.7,878.0,8.0,Thursday,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,22585,en,"['pop', 'worried', 'renewal', 'lease', 'ski', 'lodge', 'safety', 'record', 'unblemished', 'spite', 'crew', 'misfit', 'make', 'ski', 'patrol', 'scheming', 'land', 'developer', 'plan', 'ski', 'patrol', 'thrust', 'skiing', 'showdown', 'order', 'save', 'pop', 'mountain']",0,8533973.0,91.0,[],"['ski', 'patrol']",4.8,14.0,1.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96665,40000000,100042,en,"['20', 'year', 'dimwit', 'set', 'first', 'adventure', 'head', 'search', 'one', 'long', 'lost', 'child', 'hope', 'gaining', 'new', 'kidney']",819,169837010.0,110.0,"['second', 'part', 'fool']","['dumb', 'dumber']",5.4,1140.0,11.0,Wednesday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,0,233423,en,"['three', 'young', 'inuit', 'set', 'search', 'promised', 'land', 'save', 'clan', 'starvation']",1,15000000.0,80.0,"['discover', 'wonder', 'follow', 'magic', 'find', 'promised', 'land']","['legend', 'sarila']",4.9,10.0,2.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,5000000,80920,en,"['earnest', 'lifecoachauthor', 'thomas', 'carter', 'mysteriously', 'abducted', 'deranged', 'client', 'angel', 'sanchez', 'delf', 'thomas', 'teaching', 'us', 'spiritual', 'message', 'karma', 'action', 'reaction', 'vipaka', 'terrorize', 'family', 'past', 'sin']",0,1189612.0,90.0,"['karma', 'action', 'vipaka', 'reaction']",['repentance'],5.1,26.0,2.0,Friday,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
-1,0,209361,en,"['film', 'follows', 'remarkable', 'inspirational', 'true', 'story', 'paul', 'potts', 'shy', 'bullied', 'shop', 'assistant', 'day', 'amateur', 'opera', 'singer', 'night']",9,10900434.0,103.0,"['incredible', 'true', 'story', 'underdog', 'never', 'gave']","['one', 'chance']",6.5,112.0,9.0,Monday,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,15000000,266856,en,"['theory', 'everything', 'extraordinary', 'story', 'one', 'world', 'greatest', 'living', 'mind', 'renowned', 'astrophysicist', 'stephen', 'hawking', 'fall', 'deeply', 'love', 'fellow', 'cambridge', 'student', 'jane', 'wilde']",86,123726688.0,123.0,"['mind', 'changed', 'world', 'love', 'changed']","['theory', 'everything']",7.8,3403.0,11.0,Wednesday,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-1,560000,13646,other,"['moscou', 'densely', 'populated', 'working', 'class', 'neighbourhood', 'outskirt', 'ghent', 'belgium', 'matty', 'mother', 'three', 'bump', 'car', 'truck', 'parking', 'lot', 'supermarket', 'johnny', 'climb', 'cabin', 'infuriated', 'dent', 'front', 'bumper', 'yell', 'matty', 'although', 'impressed', 'accident', 'matty', 'fight', 'back', 'sharp', 'word', 'discussion', 'turn', 'row', 'police', 'intervene', 'matty', 'go', 'home', 'trunk', 'car', 'dancing', 'back', 'apartment', 'matty', 'take', 'hot', 'bath', 'recover', 'afternoon', 'emotionswhen', 'phone', 'ring', 'johnny', 'apologizing', 'behaviour', 'parking', 'lot', 'matty', 'tell', 'stay', 'life', 'dramatic', 'comedy', 'begin', 'woman', 'whose', 'soul', 'full', 'dent', 'bruise']",0,1500000.0,102.0,[],"['moscow', 'belgium']",6.4,11.0,1.0,Wednesday,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
288491,36000000,227735,en,"['team', 'people', 'saved', 'winter', 'life', 'reassemble', 'wake', 'surrogate', 'mother', 'passing', 'order', 'find', 'companion', 'remain', 'clearwater', 'marine', 'hospital']",27,52424533.0,107.0,"['winter', 'amazing', 'true', 'story', 'hope']","['dolphin', 'tale', '2']",6.7,98.0,9.0,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,15000000,232679,en,"['young', 'coach', 'turn', 'losing', 'high', 'school', 'football', 'program', 'around', 'go', 'undefeated', '12', 'consecutive', 'season']",13,30127963.0,115.0,"['hard', 'fall', 'get', 'back']","['game', 'stand', 'tall']",6.3,134.0,8.0,Friday,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
282971,1300000,192558,other,"['rahul', 'singer', 'loses', 'career', 'due', 'drinking', 'habit', 'meet', 'arohi', 'bar', 'goa', 'work', 'earn', 'living', 'impressed', 'singing', 'promise', 'take', 'mumbai', 'make', 'star', 'fall', 'love', 'stay', 'together', 'accepting', 'success', 'ego', 'break', 'apart']",6,16000000.0,132.0,"['love', 'make', 'life', 'live']","['aashiqui', '2']",6.8,41.0,4.0,Thursday,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
207632,0,193726,en,"['taking', 'great', 'first', 'installment', 'abc', 'death', '2', 'aim', 'wilder', 'leaner', 'faster', 'paced', 'even', 'entertaining', 'anthology', 'time', 'around', 'new', 'crop', 'awardwinning', 'visionary', 'filmmaker', 'around', 'globe']",8,7171.0,125.0,"['people', 'never', 'learn']","['abc', 'death', '2']",5.5,89.0,10.0,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
-1,6500000,140818,other,"['archaeologist', 'sigurd', 'svendsen', 'discovers', 'oseberg', 'ship', 'hide', 'secret', 'viking', 'age', 'along', 'two', 'child', 'put', 'sigurd', 'quest', 'find', 'truth', 'mystery', 'lead', 'man', 'land', 'norway', 'russia', 'man', 'traveling', 'modern', 'time', 'old', 'rune', 'take', 'new', 'meaning', 'secret', 'uncover', 'frightening', 'anyone', 'could', 'imagined']",46,3721345.0,120.0,"['myth', 'origin']",['ragnarok'],5.7,59.0,11.0,Monday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
17149,20000000,36683,ja,"['1969', 'kenji', 'elementary', 'school', 'kid', 'friend', 'built', 'secret', 'base', 'summer', 'holiday', 'fantasized', 'fight', 'villain', 'conquer', 'world', 'wrote', 'book', 'prophecy', 'year', 'later', '1997', 'kenji', 'becomes', 'convenience', 'store', 'manager', 'lead', 'regular', 'life', 'giving', 'dream', 'become', 'rock', 'star', 'boring', 'life', 'suddenly', 'turned', 'upside', 'old', 'classmate', 'dy', 'mysteriously', 'entire', 'family', 'neighbourhood', 'disappears', 'time', 'religious', 'cult', 'mysterious', 'leader', 'friend', 'emerges', 'strange', 'chain', 'event', 'duplicating', 'exactly', 'event', 'described', 'book', 'prophecy', 'follow', 'beginning', 'end', 'world', 'friend']",26,31244858.0,142.0,[],"['20th', 'century', 'boy', 'chapter', '1', 'beginning', 'end']",6.7,21.0,8.0,Tuesday,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
207621,0,267806,en,"['vhs', 'virals', 'segment', 'include', 'story', 'deranged', 'illusionist', 'obtains', 'magical', 'object', 'great', 'power', 'homemade', 'machine', 'open', 'door', 'parallel', 'world', 'teenage', 'skater', 'unwillingly', 'become', 'target', 'mexican', 'death', 'cult', 'ritual', 'sinister', 'shadowy', 'organization', 'tracking', 'serial', 'killer', 'segment', 'tied', 'together', 'story', 'group', 'fameobsessed', 'teen', 'following', 'violent', 'car', 'chase', 'la', 'unwittingly', 'become', 'star', 'next', 'internet', 'sensation']",3,2756.0,81.0,[],"['vhs', 'viral']",4.5,164.0,10.0,Thursday,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,0,242828,ja,"['young', 'girl', 'sent', 'country', 'health', 'reason', 'meet', 'unlikely', 'friend', 'form', 'marnie', 'young', 'girl', 'flowing', 'blonde', 'hair', 'friendship', 'unravels', 'possible', 'marnie', 'closer', 'tie', 'protagonist', 'might', 'expect']",28,561085.0,103.0,"['promise', 'remain', 'secret', 'forever']",['marnie'],7.8,345.0,7.0,Saturday,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
-1,0,110416,en,"['story', 'last', 'seal', 'child', 'journey', 'home', 'mother', 'disappearance', 'ben', 'saoirse', 'sent', 'live', 'granny', 'city', 'resolve', 'return', 'home', 'sea', 'journey', 'becomes', 'race', 'time', 'drawn', 'world', 'ben', 'know', 'mother', 'folktale', 'bedtime', 'story', 'fairy', 'folk', 'world', 'far', 'long', 'soon', 'becomes', 'clear', 'ben', 'saoirse', 'key', 'survival']",38,857522.0,93.0,"['let', 'song', 'sea', 'sway', 'heart']","['song', 'sea']",8.1,420.0,9.0,Saturday,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,7000000,241771,en,"['noni', 'jean', 'hot', 'new', 'rising', 'star', 'seems', 'pressure', 'cause', 'noni', 'nearly', 'fall', 'apart', 'meet', 'kaz', 'nicol', 'promising', 'young', 'cop', 'aspiring', 'politician', 'assigned', 'detail', 'kazs', 'love', 'give', 'noni', 'courage', 'find', 'voice', 'break', 'free', 'become', 'artist', 'meant']",119,14618727.0,116.0,"['open', 'heart', 'find', 'voice']","['beyond', 'light']",7.0,139.0,9.0,Wednesday,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
-1,0,159121,fr,"['paulette', 'life', 'alone', 'housing', 'project', 'paris', 'suburb', 'meager', 'pension', 'longer', 'make', 'end', 'meet']",122,29494.0,87.0,[],['paulette'],6.3,138.0,1.0,Wednesday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1,100000000,205775,en,"['winter', '1820', 'new', 'england', 'whaling', 'ship', 'essex', 'assaulted', 'something', 'one', 'could', 'believe', 'whale', 'mammoth', 'size', 'almost', 'human', 'sense', 'vengeance', 'reallife', 'maritime', 'disaster', 'would', 'inspire', 'herman', 'melville', 'moby', 'dick', 'told', 'half', 'story', 'heart', 'sea', 'reveals', 'encounter', 'harrowing', 'aftermath', 'ship', 'surviving', 'crew', 'pushed', 'limit', 'forced', 'unthinkable', 'stay', 'alive', 'braving', 'storm', 'starvation', 'panic', 'despair', 'men', 'call', 'question', 'deepest', 'belief', 'value', 'life', 'morality', 'trade', 'captain', 'search', 'direction', 'open', 'sea', 'first', 'mate', 'still', 'seek', 'bring', 'great', 'whale']",1184,93820758.0,122.0,"['based', 'incredible', 'true', 'story', 'inspired', 'moby', 'dick']","['heart', 'sea']",6.5,1300.0,11.0,Friday,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
363966,0,33838,en,"['cuddly', 'care', 'bear', 'star', 'charming', 'featurelength', 'adaption', 'classic', 'story', 'alice', 'wonderland', 'young', 'girl', 'named', 'alice', 'care', 'bear', 'travel', 'together', 'whimsical', 'land', 'mad', 'hatter', 'march', 'hare', 'magical', 'story', 'friendship', 'trust', 'alice', 'care', 'bear', 'try', 'thwart', 'evil', 'wizard', 'attempt', 'become', 'king', 'wonderland']",0,2608000.0,75.0,[],"['care', 'bear', 'adventure', 'wonderland']",4.6,5.0,8.0,Friday,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
328,150000000,135397,en,"['twentytwo', 'year', 'event', 'jurassic', 'park', 'isla', 'nublar', 'feature', 'fully', 'functioning', 'dinosaur', 'theme', 'park', 'jurassic', 'world', 'originally', 'envisioned', 'john', 'hammond']",76,1513528810.0,124.0,"['park', 'open']","['jurassic', 'world']",6.5,8842.0,6.0,Tuesday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,0,293310,en,"['june', '2013', 'laura', 'poitras', 'reporter', 'glenn', 'greenwald', 'flew', 'hong', 'kong', 'first', 'many', 'meeting', 'edward', 'snowden', 'brought', 'camera', 'film', 'resulted', 'series', 'tense', 'encounter', 'absolutely', 'sui', 'generis', 'history', 'cinema', '100', 'reallife', 'thriller', 'unfolding', 'minute', 'minute', 'eye', 'poitras', 'great', 'brave', 'filmmaker', 'also', 'masterful', 'storyteller', 'compress', 'many', 'day', 'questioning', 'waiting', 'confirming', 'watching', 'world', 'reaction', 'agonizing', 'next', 'move', 'great', 'character', 'study', 'snowden', 'narrative', 'leave', 'edge', 'seat', 'inexorably', 'move', 'toward', 'conclusion']",47,3003169.0,114.0,[],['citizenfour'],7.9,516.0,10.0,Friday,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-1,800000,43212,other,"['previously', 'known', 'girlfriend', 'gangster', 'dongchul', 'fight', 'he', 'gangster', 'talk', 'show', 'skill', 'well', 'spirit', 'still', 'alive', 'girl', 'seems', 'nice', 'outside', 'move', 'next', 'door', 'feel', 'threatened', 'call', 'girl', 'next', 'door', 'get', 'defensive', 'reason', 'want', 'nice', 'sejin', 'put', 'job', 'market', 'big', 'plan', 'got', 'semibasement', 'room', 'gangster', 'even', 'look', 'like', 'one', 'life', 'next', 'door', 'man', 'call', 'girl', 'next', 'door', 'know', 'gangster', 'talk', 'much', 'hate', 'gangster', 'charisma', 'charismatic', 'woman', 'life', 'together', 'head', 'daily']",26,4214668.0,100.0,[],"['dear', 'desperado']",6.6,6.0,5.0,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
280588,42000000,227159,en,"['dale', 'kurt', 'nick', 'decide', 'start', 'business', 'thing', 'go', 'planned', 'slick', 'investor', 'prompting', 'trio', 'pull', 'harebrained', 'misguided', 'kidnapping', 'scheme']",277,107670357.0,108.0,"['new', 'crime', 'tool']","['horrible', 'boss', '2']",6.1,1575.0,11.0,Wednesday,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,79000,219343,other,"['man', 'suffering', 'insomnia', 'tricked', 'buying', 'drug', 'lucia', 'make', 'desire', 'come', 'true', 'dream', 'blurring', 'line', 'fantasy', 'reality']",0,170000.0,136.0,[],['lucia'],6.8,10.0,10.0,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14740,132000000,270946,en,"['skipper', 'kowalski', 'rico', 'private', 'join', 'force', 'undercover', 'organization', 'north', 'wind', 'stop', 'villainous', 'dr', 'octavius', 'brine', 'destroying', 'world', 'know']",49,373552094.0,92.0,"['movie', 'event', 'blow', 'cover']","['penguin', 'madagascar']",6.5,1375.0,11.0,Saturday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,9000000,253331,en,"['grieving', 'widower', 'drawn', 'custody', 'battle', 'granddaughter', 'helped', 'raise', 'entire', 'life']",7,21571189.0,121.0,"['family', 'see']","['black', 'white']",6.5,119.0,9.0,Saturday,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
-1,0,252178,en,"['young', 'british', 'soldier', 'must', 'find', 'way', 'back', 'safety', 'unit', 'accidentally', 'abandon', 'riot', 'street', 'belfast']",79,1625847.0,99.0,[],['71'],6.7,414.0,10.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,22500000,256917,en,"['1919', 'australian', 'farmer', 'joshua', 'connor', 'travel', 'turkey', 'discover', 'fate', 'three', 'son', 'reported', 'missing', 'action', 'holding', 'hope', 'joshua', 'must', 'travel', 'across', 'wartorn', 'landscape', 'find', 'truth', 'peace']",3,15520023.0,112.0,"['honour', 'promise', 'find', 'son', 'make', 'peace']","['water', 'diviner']",6.8,439.0,12.0,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,5000000,284293,en,"['alice', 'howland', 'happily', 'married', 'three', 'grown', 'child', 'renowned', 'linguistics', 'professor', 'start', 'forget', 'word', 'receives', 'devastating', 'diagnosis', 'alice', 'family', 'find', 'bond', 'tested']",37,43884652.0,99.0,[],"['still', 'alice']",7.5,1126.0,12.0,Friday,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,55000000,116149,en,"['young', 'peruvian', 'bear', 'passion', 'thing', 'british', 'travel', 'london', 'search', 'home', 'finding', 'lost', 'alone', 'paddington', 'station', 'begin', 'realize', 'city', 'life', 'imagined', 'meet', 'kindly', 'brown', 'family', 'read', 'label', 'around', 'neck', 'please', 'look', 'bear', 'thank', 'offer', 'temporary', 'look', 'though', 'luck', 'changed', 'rarest', 'bear', 'catch', 'eye', 'museum', 'taxidermist']",432,259207227.0,95.0,"['adventure', 'begin']",['paddington'],7.0,899.0,11.0,Thursday,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
295130,61000000,294254,en,"['thomas', 'fellow', 'gladers', 'face', 'greatest', 'challenge', 'yet', 'searching', 'clue', 'mysterious', 'powerful', 'organization', 'known', 'wckd', 'journey', 'take', 'scorch', 'desolate', 'landscape', 'filled', 'unimaginable', 'obstacle', 'teaming', 'resistance', 'fighter', 'gladers', 'take', 'wckds', 'vastly', 'superior', 'force', 'uncover', 'shocking', 'plan']",37,311256926.0,132.0,"['maze', 'beginning']","['maze', 'runner', 'scorch', 'trial']",6.5,3148.0,9.0,Wednesday,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
-1,6600000,246860,en,"['veteran', 'actress', 'come', 'facetoface', 'uncomfortable', 'reflection', 'agrees', 'take', 'part', 'revival', 'play', 'launched', 'career', '20', 'year', 'earlier']",8,1851517.0,124.0,[],"['cloud', 'sils', 'maria']",6.7,267.0,8.0,Wednesday,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
251970,0,110552,other,"['kham', 'last', 'long', 'line', 'guard', 'watched', 'king', 'thailand', 'war', 'elephant', 'traditionally', 'perfect', 'elephant', 'could', 'successfully', 'help', 'defend', 'throne', 'harrowing', 'quest', 'retrieve', 'elephant', 'kham', 'return', 'village', 'live', 'peace', 'someone', 'good', 'martial', 'art', 'peace', 'wishful', 'thought']",5,3302463.0,104.0,[],"['protector', '2']",5.5,57.0,10.0,Wednesday,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,7000000,110402,other,"['group', 'scientist', 'sent', 'planet', 'arkanar', 'help', 'local', 'civilization', 'medieval', 'phase', 'history', 'find', 'right', 'path', 'progress', 'task', 'difficult', 'one', 'interfere', 'violently', 'case', 'kill', 'scientist', 'rumata', 'try', 'save', 'local', 'intellectual', 'punishment', 'avoid', 'taking', 'position', 'question', 'would', 'god', 'place', 'director', 'statement', 'aleksei', 'wanted', 'make', 'film', 'entire', 'life', 'road', 'long', 'one', 'film', 'cruelty', 'love', 'love', 'tangible', 'alive', 'resisted', 'hardest', 'condition']",7,1310673.0,170.0,[],"['hard', 'god']",6.7,41.0,2.0,Wednesday,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,5000000,245916,en,"['reporter', 'becomes', 'target', 'vicious', 'smear', 'campaign', 'drive', 'point', 'suicide', 'expose', 'cia', 'role', 'arming', 'contra', 'rebel', 'nicaragua', 'importing', 'cocaine', 'california', 'based', 'true', 'story', 'journalist', 'gary', 'webb']",3,2450846.0,112.0,"['keep', 'national', 'secret']","['kill', 'messenger']",6.6,359.0,10.0,Thursday,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
-1,0,4683,fr,"['stanislas', 'previne', 'young', 'sociologist', 'preparing', 'thesis', 'criminal', 'woman', 'chooses', 'camille', 'bliss', 'subject', 'study', 'begin', 'visit', 'prison', 'interview', 'camille', 'became', 'acquainted', 'trouble', 'young', 'age', 'justifies', 'action', 'fatebets', 'currently', 'prison', 'allegedly', 'murdering', 'one', 'lover', 'tell', 'stanislas', 'life', 'love', 'affair', 'interest', 'grows', 'professional', 'resist', 'charm']",24,457163.0,98.0,[],"['gorgeous', 'girl', 'like']",7.2,8.0,9.0,Wednesday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,4000000,214086,en,"['widow', 'fall', 'guy', 'bear', 'striking', 'resemblance', 'late', 'husband']",9,350006.0,92.0,"['lost', 'perfect', 'love', 'found', 'perfect', 'double']","['face', 'love']",5.9,43.0,10.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
121938,250000000,122917,en,"['immediately', 'event', 'desolation', 'smaug', 'bilbo', 'dwarf', 'try', 'defend', 'erebors', 'mountain', 'treasure', 'others', 'claim', 'men', 'ruined', 'laketown', 'elf', 'mirkwood', 'meanwhile', 'army', 'orcs', 'led', 'azog', 'defiler', 'marching', 'erebor', 'fueled', 'rise', 'dark', 'lord', 'sauron', 'dwarf', 'elf', 'men', 'must', 'unite', 'hope', 'middleearth', 'fall', 'bilbos', 'hand']",993,956019788.0,144.0,"['witness', 'defining', 'chapter', 'middleearth', 'saga']","['hobbit', 'battle', 'five', 'army']",7.1,4884.0,12.0,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,20000000,273895,en,"['selma', 'alabama', 'place', 'segregation', 'south', 'worst', 'leading', 'march', 'ended', 'violence', 'forcing', 'famous', 'statement', 'president', 'lyndon', 'b', 'johnson', 'ultimately', 'led', 'signing', 'civil', 'right', 'act']",51,66787908.0,127.0,"['one', 'dream', 'change', 'world']",['selma'],7.4,835.0,12.0,Thursday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,65000000,227306,en,"['chronicle', 'life', 'louis', 'zamperini', 'olympic', 'runner', 'taken', 'prisoner', 'japanese', 'force', 'world', 'war', 'ii']",42,163442937.0,137.0,"['survival', 'resilience', 'redemption']",['unbroken'],7.3,1437.0,12.0,Thursday,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1,0,246080,en,"['suspenseful', 'adventure', 'thriller', 'directed', 'academy', 'award', 'winner', 'kevin', 'macdonald', 'centering', 'rogue', 'submarine', 'captain', 'pull', 'together', 'misfit', 'crew', 'go', 'sunken', 'treasure', 'rumored', 'lost', 'depth', 'black', 'sea', 'greed', 'desperation', 'take', 'control', 'onboard', 'claustrophobic', 'vessel', 'increasing', 'uncertainty', 'mission', 'cause', 'men', 'turn', 'fight', 'survival']",79,1171559.0,115.0,"['brave', 'deep', 'find', 'gold', 'trust', 'one']","['black', 'sea']",6.2,410.0,12.0,Friday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
