,title,tagline,overview,vote_count,vote_average,release_date,runtime,original_language,spoken_lang_en,spoken_lang_fr,spoken_lang_de,spoken_lang_es,spoken_lang_it,spoken_lang_ja,spoken_lang_ru,spoken_lang_other,Drama,Comedy,Thriller,Romance,Action,Horror,Crime,Documentary,Adventure,Science Fiction,Family,Mystery,Fantasy,Animation,Foreign,Music,History,War,Western,TV Movie,production_companies,production_US,production_GB,production_FR,production_DE,production_IT,production_CA,production_JP,production_other,revenue
29916,['lobster'],"['unconventional', 'love', 'story']","['dystopian', 'near', 'future', 'single', 'people', 'according', 'law', 'city', 'taken', 'hotel', 'obliged', 'find', 'romantic', 'partner', 'fortyfive', 'day', 'transformed', 'beast', 'sent', 'wood']",1340.0,6.7,2015-10-08,118.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,437,1,0,0,0,0,0,0,0,15656193.0
29921,['maggie'],"['get', 'bitten']","['deadly', 'zombie', 'epidemic', 'threatening', 'humanity', 'wade', 'smalltown', 'farmer', 'family', 'man', 'refuse', 'accept', 'defeat', 'even', 'daughter', 'maggie', 'becomes', 'infected', 'maggies', 'condition', 'worsens', 'authority', 'seek', 'eradicate', 'virus', 'wade', 'pushed', 'limit', 'effort', 'protect', 'joely', 'richardson', 'costars', 'postapocalyptic', 'thriller']",604.0,5.2,2015-05-08,95.0,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,1,0,0,0,0,1,0,0,187112.0
29926,"['hot', 'pursuit']","['armed', 'sortof', 'dangerous']","['uptight', 'bythebook', 'cop', 'must', 'protect', 'widow', 'drug', 'bos', 'crooked', 'cop', 'gunman']",659.0,5.4,2015-05-08,87.0,en,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,0,0,0,0,1,0,0,0,51680201.0
29928,"['slow', 'west']","['wanted', 'dead', 'dead']","['old', 'west', '17yearold', 'scottish', 'boy', 'team', 'mysterious', 'gunman', 'find', 'woman', 'infatuated']",371.0,6.6,2015-04-16,84.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,229094.0
29943,"['green', 'inferno']","['fear', 'eat', 'alive']","['group', 'student', 'activist', 'travel', 'new', 'york', 'city', 'amazon', 'save', 'rainforest', 'however', 'arrive', 'vast', 'green', 'landscape', 'soon', 'discover', 'alone', 'good', 'deed', 'go', 'unpunished']",359.0,5.0,2014-09-04,100.0,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,1,6833445.0
29955,"['barely', 'lethal']","['click', 'clique', 'bang']","['16yearold', 'international', 'assassin', 'yearning', 'normal', 'adolescence', 'fake', 'death', 'enrolls', 'senior', 'suburban', 'high', 'school', 'quickly', 'learns', 'popular', 'painful', 'getting', 'waterboarded']",352.0,5.5,2015-04-30,96.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1,0,0,0,0,0,0,0,6075.0
29956,"['spook', 'greater', 'good']",[],"['handover', 'head', 'counterterrorism', 'mi5', 'harry', 'pearce', 'terrorist', 'escape', 'custody', 'harry', 'disappears', 'soon', 'protégé', 'tasked', 'finding', 'happened', 'impending', 'attack', 'london', 'loom', 'eventually', 'uncovers', 'deadly', 'conspiracy']",203.0,5.9,2015-04-11,104.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,1,1,0,0,0,0,1,1473809.0
30037,"['driver', 'vera']",[],"['film', 'set', '1962', 'sevastopol', 'crimea', 'secret', 'navy', 'base', 'soviet', 'union', 'general', 'serov', 'hire', 'viktor', 'cadet', 'kremlin', 'guard', 'work', 'private', 'chauffeur', 'jetblack', 'zim', 'limo', 'viktor', 'chauffeuring', 'general', 'disabled', 'daughter', 'vera', 'viktor', 'oblivious', 'hidden', 'agenda', 'kgb', 'agent', 'saveliev', 'manipulates', 'everyone', 'behind', 'scene', 'old', 'rivalry', 'army', 'kgb']",11.0,6.2,2004-07-27,105.0,other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,2011837.0
30051,['martian'],"['bring', 'home']","['manned', 'mission', 'mar', 'astronaut', 'mark', 'watney', 'presumed', 'dead', 'fierce', 'storm', 'left', 'behind', 'crew', 'watney', 'survived', 'find', 'stranded', 'alone', 'hostile', 'planet', 'meager', 'supply', 'must', 'draw', 'upon', 'ingenuity', 'wit', 'spirit', 'subsist', 'find', 'way', 'signal', 'earth', 'alive']",7442.0,7.6,2015-09-30,141.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836,0,0,0,0,0,0,0,1,630161890.0
30066,['badlapur'],"['miss', 'beginning']","['wife', 'son', 'killed', 'young', 'man', 'find', 'man', 'behind', 'murder', 'fight', 'along', 'committing', 'big', 'mistake']",30.0,6.8,2015-02-20,128.0,other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11480000.0
30079,['youth'],[],"['youth', 'explores', 'lifelong', 'bond', 'two', 'friend', 'vacationing', 'luxury', 'swiss', 'alp', 'lodge', 'ponder', 'retirement', 'fred', 'plan', 'resume', 'musical', 'career', 'despite', 'urging', 'loving', 'daughter', 'lena', 'mick', 'intent', 'finishing', 'screenplay', 'may', 'last', 'important', 'film', 'muse', 'brenda', 'inspiration', 'lead', 'younger', 'friend', 'jimmy', 'actor', 'grasping', 'make', 'sense', 'next', 'performance']",625.0,6.7,2015-05-20,118.0,it,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,0,0,1,0,0,0,0,0,2000000.0
30085,"['wake', 'sid']",[],"['wake', 'sid', 'story', 'lazy', 'mumbai', 'college', 'student', 'absolutely', 'nothing', 'turn', 'event', 'sid', 'realize', 'potential', 'world', 'become', 'success', 'fastpaced', 'life', 'mumbai']",32.0,6.8,2009-10-02,138.0,other,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11000000.0
30090,['rangeela'],[],"['poor', 'young', 'woman', 'dream', 'bollywood', 'fame', 'caught', 'love', 'triangle', 'childhood', 'friend', 'famous', 'actor']",12.0,7.1,1995-01-01,175.0,other,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,14000000.0
30122,['sarkar'],[],"['authority', 'man', 'run', 'parallel', 'government', 'mumbai', 'challenged', 'son', 'rise', 'face', 'enemy']",17.0,6.9,2005-07-01,123.0,other,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,5900000.0
30134,['spy'],"['one', 'guy', 'one', 'spy']","['deskbound', 'cia', 'analyst', 'volunteer', 'go', 'undercover', 'infiltrate', 'world', 'deadly', 'arm', 'dealer', 'prevent', 'diabolical', 'global', 'disaster']",2590.0,6.9,2015-05-06,120.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836,1,0,0,0,0,0,0,0,235666219.0
30146,['trainwreck'],"['know', 'one']","['thought', 'monogamy', 'never', 'possible', 'commitmentphobic', 'career', 'woman', 'may', 'face', 'fear', 'meet', 'good', 'guy']",1193.0,5.9,2015-07-17,125.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0,140795793.0
30173,"['whisper', 'scream']","['welcome', 'oldfield', 'stop', 'night', 'pure', 'terror']","['uncle', 'executed', 'murderess', 'relates', 'four', 'story', 'hometown', 'oldfield', 'reporter', 'first', 'elderly', 'man', 'pursues', 'romance', 'younger', 'woman', 'even', 'grave', 'beyond', 'second', 'wounded', 'man', 'run', 'creditor', 'rescued', 'backwoods', 'hermit', 'hold', 'secret', 'eternal', 'life', 'third', 'glasseating', 'carny', 'pay', 'ultimate', 'price', 'looking', 'love', 'outside', 'fourth', 'group', 'civil', 'war', 'soldier', 'held', 'captive', 'household', 'orphan', 'strange', 'intention']",15.0,6.8,1987-09-25,99.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1400000.0
30185,['aloha'],"['sometimes', 'say', 'goodbye', 'say', 'hello']","['celebrated', 'military', 'contractor', 'return', 'site', 'greatest', 'career', 'triumph', 'reconnects', 'longago', 'love', 'unexpectedly', 'falling', 'hardcharging', 'air', 'force', 'watchdog', 'assigned']",704.0,5.2,2015-05-27,105.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,0,1,26250020.0
30201,"['shes', 'funny', 'way']",['question'],"['set', 'playwright', 'new', 'project', 'love', 'triangle', 'form', 'wife', 'exlover', 'call', 'girlturnedactress', 'cast', 'production']",238.0,5.8,2014-10-27,93.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,111996.0
30210,"['song', 'one']","['moment', 'change', 'everything']","['estranged', 'family', 'franny', 'return', 'home', 'accident', 'leaf', 'brother', 'comatose', 'retracing', 'life', 'aspiring', 'musician', 'track', 'favorite', 'musician', 'james', 'forester', 'backdrop', 'brooklyn', 'music', 'scene', 'franny', 'james', 'develop', 'unexpected', 'relationship', 'face', 'reality', 'life']",87.0,5.5,2014-01-20,86.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,32251.0
30280,"['dragon', 'blade']","['eagle', 'meet', 'dragon']","['huo', 'commander', 'protection', 'squad', 'western', 'region', 'framed', 'evil', 'force', 'becomes', 'enslaved', 'hand', 'roman', 'general', 'escape', 'china', 'rescuing', 'prince', 'heroic', 'duo', 'meet', 'western', 'desert', 'thrilling', 'story', 'unfolds']",146.0,5.9,2015-02-19,127.0,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,121545703.0
30282,"['mere', 'brother', 'ki', 'dulhan']",[],"['londonbased', 'luv', 'agnihotri', 'decides', 'end', 'bachelorhood', 'asks', 'bollywood', 'filmmaker', 'brother', 'kush', 'find', 'bride', 'much', 'displeasure', 'dehradunbased', 'father', 'kush', 'accordingly', 'meet', 'interview', 'variety', 'woman', 'finally', 'selects', 'delhibased', 'dimple', 'dixit', 'woman', 'known', 'perfect', 'match', 'dimple', 'luv', 'meet', 'online', 'attracted', 'former', 'travel', 'india', 'two', 'family', 'get', 'couple', 'formally', 'engaged', 'dimple', 'decides', 'prefers', 'kush', 'watch', 'thing', 'spiral', 'control', 'insists', 'kush', 'must', 'elope']",19.0,6.5,2011-09-09,139.0,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,0,0,1,0,0,0,0,18050000.0
30284,['entourage'],"['dream', 'large', 'live', 'larger']","['movie', 'star', 'vincent', 'chase', 'together', 'boy', 'eric', 'turtle', 'johnny', 'backand', 'back', 'business', 'super', 'agentturnedstudio', 'head', 'ari', 'gold', 'ambition', 'changed', 'bond', 'remains', 'strong', 'navigate', 'capricious', 'often', 'cutthroat', 'world', 'hollywood']",502.0,6.2,2015-06-03,104.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,1,0,0,0,0,0,0,0,49263404.0
30314,"['5', 'flight']","['coming', 'age', 'story']","['longtime', 'married', 'couple', 'whove', 'spent', 'life', 'together', 'new', 'york', 'apartment', 'become', 'overwhelmed', 'personal', 'real', 'estaterelated', 'issue', 'plan', 'move', 'away']",92.0,5.9,2014-09-05,92.0,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,1,1020921.0
30315,['inside'],"['meet', 'little', 'voice', 'inside', 'head']","['growing', 'bumpy', 'road', 'exception', 'riley', 'uprooted', 'midwest', 'life', 'father', 'start', 'new', 'job', 'san', 'francisco', 'like', 'u', 'riley', 'guided', 'emotion', 'joy', 'fear', 'anger', 'disgust', 'sadness', 'emotion', 'live', 'headquarters', 'control', 'center', 'inside', 'riley', 'mind', 'help', 'advise', 'everyday', 'life', 'riley', 'emotion', 'struggle', 'adjust', 'new', 'life', 'san', 'francisco', 'turmoil', 'ensues', 'headquarters', 'although', 'joy', 'riley', 'main', 'important', 'emotion', 'try', 'keep', 'thing', 'positive', 'emotion', 'conflict', 'best', 'navigate', 'new', 'city', 'house', 'school']",6737.0,7.9,2015-06-09,94.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263,0,0,0,0,0,0,0,0,857611174.0
30318,['wolfpack'],[],"['locked', 'away', 'society', 'apartment', 'lower', 'east', 'side', 'manhattan', 'angulo', 'brother', 'learn', 'outside', 'world', 'film', 'watch', 'nicknamed', 'wolfpack', 'brother', 'spend', 'childhood', 'reenacting', 'favorite', 'film', 'using', 'elaborate', 'homemade', 'prop', 'costume', 'world', 'shaken', 'one', 'brother', 'escape', 'everything', 'change']",116.0,6.7,2015-06-12,89.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,1301696.0
30322,"['tanu', 'wed', 'manu']","['celebrate', 'perfect', 'mismatch']","['marriage', 'made', 'heaven', 'though', 'road', 'heaven', 'might', 'little', 'tedha', 'meet', 'manu', 'seedha', 'saadha', 'doctor', 'london', 'intelligent', 'temperate', 'respectable', 'family', 'perfect', 'groom', 'every', 'parent', 'want', 'daughter', 'family', 'pressure', 'lead', 'kanpur', 'meet', 'tanu', 'quintessential', 'small', 'town', 'girl', 'studied', 'delhi', 'tanu', 'smart', 'intelligent', 'girl', 'everything', 'parent', 'disapprove', 'mind', 'love', 'rebellion', 'tanu', 'dead', 'arranged', 'marriage', 'destiny', 'hold', 'something', 'totally', 'different', 'dramatically', 'diverse', 'personality', 'path', 'keep', 'crossing', 'time', 'weave', 'wonderful', 'story', 'indian', 'heartland']",20.0,6.1,2011-03-25,119.0,other,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,252000.0
30328,"['love', 'mercy']","['life', 'love', 'genius', 'brian', 'wilson']","['life', 'reclusive', 'eccentric', 'beach', 'boy', 'songwriter', 'musician', 'brian', 'wilson']",246.0,7.3,2015-05-29,120.0,en,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,1,28641776.0
30337,"['better', 'angel']",[],"['isolated', 'log', 'cabin', 'harsh', 'wilderness', 'indiana', 'circa', '1817', 'rhythm', 'love', 'tragedy', 'daily', 'hardship', 'life', 'developing', 'frontier', 'shaped', 'one', 'nation', 'greatest', 'hero', 'abraham', 'lincoln', 'abe', 'thoughtful', 'quiet', 'boy', 'spends', 'day', 'side', 'beloved', 'mother', 'learning', 'work', 'land', 'stern', 'father', 'illness', 'take', 'mother', 'abes', 'new', 'guardian', 'angel', 'come', 'form', 'new', 'stepmother', 'see', 'potential', 'boy', 'push', 'education']",16.0,6.9,2014-01-18,95.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,70918.0
30347,"['police', 'story', '2013']",[],"['man', 'looking', 'release', 'longtime', 'prisoner', 'take', 'police', 'officer', 'daughter', 'group', 'stranger', 'hostage']",92.0,5.8,2013-12-24,108.0,other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,81170000.0
30354,"['without', 'nothing']",[],"['sandra', 'bernhard', 'star', 'studio', 'version', 'offbroadway', 'show', 'blending', 'reenactment', 'original', 'show', 'piece', 'concept', 'vignette', 'testimonial', 'underscore', 'relationship', 'performer', 'audience']",1.0,5.0,1990-05-11,90.0,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1218730.0
30384,['circo'],[],"['tino', 'ponce', 'operates', 'circo', 'mexico', 'journey', 'across', 'mexican', 'countryside', 'search', 'paying', 'customer', 'wanting', 'please', 'father', 'continue', 'family', 'business', 'ponce', 'recruited', 'young', 'child', 'performer', 'laboring', 'night', 'day', 'maintain', 'circus', 'faltering', 'financial', 'fortune', 'growing', 'resentment', 'brewing', 'within', 'wife', 'hardscrabble', 'existence', 'suggests', 'trouble', 'horizon', 'documenting', 'brutal', 'regimen', 'circus', 'life', 'circo', 'also', 'peel', 'back', 'curtain', 'ponce', 'family', 'inner', 'dynamic', 'revealing', 'generational', 'divide', 'money', 'worry', 'threaten', 'tear', 'apart', 'marriage', 'buttressed', 'indierock', 'band', 'calexicos', 'evocative', 'score', 'schocks', 'film', 'observes', 'family', 'drama', 'sympathetic', 'cleareyed', 'view', 'vanishing', 'way', 'life', 'circo', 'refuse', 'sentimental', 'handling', 'material', 'story', 'twist', 'become', 'poignant']",2.0,7.5,2011-04-01,75.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67821.0
30391,"['big', 'time']","['concert', 'best', 'live', 'performance', 'year', 'movie', 'big', 'time']","['bringing', 'unique', 'sense', 'humor', 'bizarre', 'original', 'piece', 'moviemaking', 'tom', 'wait', 'take', 'audience', 'musical', 'journey', 'jazzy', 'quirky', 'bluesy', 'tune', 'presented', 'would', 'never', 'ever', 'ever', 'expect']",5.0,5.8,1988-09-15,87.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,148426.0
30396,"['hunger', 'game', 'mockingjay', 'part', '2']","['fire', 'burn', 'forever']","['nation', 'panem', 'full', 'scale', 'war', 'katniss', 'confronts', 'president', 'snow', 'final', 'showdown', 'teamed', 'group', 'closest', 'friend', 'including', 'gale', 'finnick', 'peeta', 'katniss', 'go', 'mission', 'unit', 'district', '13', 'risk', 'life', 'stage', 'assassination', 'attempt', 'president', 'snow', 'become', 'increasingly', 'obsessed', 'destroying', 'mortal', 'trap', 'enemy', 'moral', 'choice', 'await', 'katniss', 'challenge', 'arena', 'faced', 'hunger', 'game']",4117.0,6.6,2015-11-18,137.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,1,653428261.0
30397,['max'],"['best', 'friend', 'hero', 'marine']","['dog', 'helped', 'soldier', 'afghanistan', 'return', 'u', 'adopted', 'handler', 'family', 'suffering', 'traumatic', 'experience']",282.0,6.8,2015-06-26,111.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,0,0,0,0,0,0,0,1,43967255.0
30398,['pixel'],['game'],"['video', 'game', 'expert', 'recruited', 'military', 'fight', '1980sera', 'video', 'game', 'character', 'whove', 'attacked', 'new', 'york']",2564.0,5.6,2015-07-16,105.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,431,0,0,0,0,0,0,0,0,243637091.0
30400,['allegiant'],"['break', 'boundary', 'world']","['beatrice', 'prior', 'tobias', 'eaton', 'venture', 'world', 'outside', 'fence', 'taken', 'protective', 'custody', 'mysterious', 'agency', 'known', 'bureau', 'genetic', 'welfare']",2064.0,5.9,2016-03-09,121.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,179246868.0
30401,"['fantastic', 'beast', 'find']","['jk', 'rowlings', 'wizarding', 'world']","['1926', 'newt', 'scamander', 'arrives', 'magical', 'congress', 'united', 'state', 'america', 'magically', 'expanded', 'briefcase', 'house', 'number', 'dangerous', 'creature', 'habitat', 'creature', 'escape', 'briefcase', 'sends', 'american', 'wizarding', 'authority', 'newt', 'threatens', 'strain', 'even', 'state', 'magical', 'nonmagical', 'relation']",5612.0,7.2,2016-11-16,133.0,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,1,0,0,809342332.0
30429,"['madras', 'cafe']","['intercept', 'truth']","['indian', 'intelligence', 'agent', 'journey', 'war', 'torn', 'coastal', 'island', 'break', 'resolute', 'rebel', 'group', 'deftly', 'maneuver', 'resource', 'make', 'significant', 'breakthrough', 'amidst', 'scenario', 'enemy', 'face', 'counsel', 'get', 'caught', 'various', 'junction', 'meet', 'charismatic', 'passionate', 'journalist', 'following', 'reflect', 'truth', 'behind', 'civil', 'war', 'story', 'unfolds', 'quest', 'truth', 'reveals', 'deeper', 'conspiracy', 'faceless', 'enemy', 'united', 'seize', 'common', 'nemesis', 'india']",32.0,6.9,2013-08-23,130.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6500000.0
30447,"['way', 'school']",[],"['child', 'live', 'four', 'corner', 'earth', 'share', 'thirst', 'learning', 'understand', 'education', 'allow', 'better', 'future', 'every', 'day', 'must', 'set', 'long', 'perilous', 'journey', 'lead', 'knowledge', 'jackson', 'younger', 'sister', 'kenya', 'walk', '15', 'kilometre', 'way', 'savannah', 'populated', 'wild', 'animal', 'carlito', 'ride', '18', 'kilometre', 'twice', 'day', 'younger', 'sister', 'across', 'plain', 'argentina', 'zahira', 'life', 'moroccan', 'atlas', 'mountain', 'exhausting', '22', 'kilometre', 'walk', 'along', 'punishing', 'mountain', 'path', 'reach', 'boarding', 'school', 'samuel', 'india', 'sits', 'clumsy', 'diy', 'wheelchair', '4', 'kilometre', 'journey', 'ordeal', 'day', 'two', 'younger', 'brother', 'push', 'way', 'school']",36.0,6.6,2013-09-25,77.0,fr,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7424.0
30468,"['mr', 'holmes']","['man', 'behind', 'myth']","['story', 'set', '1947', 'following', 'longretired', 'holmes', 'living', 'sussex', 'village', 'housekeeper', 'rising', 'detective', 'son', 'find', 'haunted', 'unsolved', '50year', 'old', 'case', 'holmes', 'memory', 'used', 'remembers', 'fragment', 'case', 'confrontation', 'angry', 'husband', 'secret', 'bond', 'beautiful', 'unstable', 'wife']",686.0,6.5,2015-06-19,103.0,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,0,0,1,0,0,0,29355203.0
30499,"['secret', 'life', 'pet']","['think', 'day']","['quiet', 'life', 'terrier', 'named', 'max', 'upended', 'owner', 'take', 'duke', 'stray', 'max', 'instantly', 'dislike']",3536.0,5.9,2016-06-18,87.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,1,0,0,0,0,0,0,0,875457937.0
30518,"['white', 'tiger']",[],"['great', 'patriotic', 'war', 'early', '1940s', 'barely', 'surviving', 'battle', 'mysterious', 'ghostlywhite', 'tiger', 'tank', 'red', 'army', 'sergeant', 'ivan', 'naydenov', 'becomes', 'obsessed', 'destruction']",24.0,5.9,2012-05-03,104.0,other,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188,0,0,0,0,0,0,1,0,7200000.0
30525,"['gabbar', 'back']",[],"['vigilante', 'network', 'taking', 'corrupt', 'official', 'draw', 'notice', 'authority']",33.0,7.0,2015-05-01,128.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41000000.0
30527,"['little', 'boy']","['believe', 'impossible']","['eightyearold', 'boy', 'willing', 'whatever', 'take', 'end', 'world', 'war', 'ii', 'bring', 'father', 'home', 'story', 'reveals', 'indescribable', 'love', 'father', 'little', 'boy', 'love', 'son', 'father']",190.0,7.0,2015-04-23,106.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6485961.0
30534,['selfless'],"['god', 'created', 'man', 'man', 'created', 'immortality']","['extremely', 'wealthy', 'elderly', 'man', 'dying', 'cancer', 'undergoes', 'radical', 'medical', 'procedure', 'transfer', 'consciousness', 'body', 'healthy', 'young', 'man', 'everything', 'may', 'good', 'seems', 'start', 'uncover', 'mystery', 'body', 'origin', 'secret', 'organization', 'kill', 'keep', 'secret']",1122.0,6.3,2015-07-10,116.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1,30523226.0
30540,['criminal'],[],"['bill', 'pope', 'cia', 'agent', 'mission', 'london', 'tracking', 'shadowy', 'hacker', 'nicknamed', 'dutchman', 'get', 'mysteriously', 'ambushed', 'killed', 'experimental', 'procedure', 'used', 'transfer', 'memory', 'dangerous', 'exconvict', 'jericho', 'stewart', 'wake', 'cia', 'agent', 'memory', 'mission', 'find', 'dutchman', 'eliminate', 'hacker', 'launch', 'icbm', 'start', 'world', 'war', 'iii', 'complication', 'soon', 'arise', 'mission', 'turn', 'personal']",566.0,5.8,2016-04-14,113.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,1,14708696.0
30541,"['last', 'witch', 'hunter']","['hunt', 'forever']","['modern', 'world', 'hold', 'many', 'secret', 'far', 'astounding', 'witch', 'still', 'live', 'among', 'u', 'vicious', 'supernatural', 'creature', 'intent', 'unleashing', 'black', 'death', 'upon', 'world', 'putting', 'end', 'human', 'race', 'army', 'witch', 'hunter', 'battled', 'unnatural', 'enemy', 'century', 'including', 'kaulder', 'valiant', 'warrior', 'many', 'year', 'ago', 'slayed', 'allpowerful', 'witch', 'queen', 'decimating', 'follower', 'process', 'moment', 'right', 'death', 'queen', 'cursed', 'kaulder', 'immortality', 'forever', 'separating', 'beloved', 'wife', 'daughter', 'today', 'kaulder', 'last', 'living', 'hunter', 'spent', 'immortal', 'life', 'tracking', 'rogue', 'witch', 'yearning', 'longlost', 'family']",1345.0,5.7,2015-10-21,106.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,1,0,0,0,0,0,0,0,146936910.0
